create database test;
use database test;
create table test(id int, num float, num2 float unique, name char(10));
insert into test values(76847,285670.7915926,17629.7035493,pevjl);
insert into test values(76848,73614.2954472,-4131.6288868,zgbumkfo);
insert into test values(76849,199476.4746167,7706.9585287,kbgm);
insert into test values(76850,-30384.2606907,-22300.6305308,mvlfova);
insert into test values(76851,-25865.7913066,-33966.4840551,wx);
insert into test values(76852,175616.9547282,21638.7916334,hreip);
insert into test values(76853,79710.1519812,-13420.5689935,j);
insert into test values(76854,55356.0095323,3344.2936084,unol);
insert into test values(76855,21555.0727473,223.8511945,eqcejbc);
insert into test values(76856,182451.3739237,2764.5152710,gk);
insert into test values(76857,20063.3817224,-629.3801545,rmmplm);
insert into test values(76858,-8812.6282895,-15164.7835467,b);
insert into test values(76859,170028.6739136,-2578.3131758,eifs);
insert into test values(76860,72686.2539413,4184.3027216,odkknpll);
insert into test values(76861,289664.1627799,27215.3084084,yxq);
insert into test values(76862,152257.5934622,-2852.8637469,bzdoga);
insert into test values(76863,227738.9228364,23240.1206625,l);
insert into test values(76864,142593.0301880,12873.9871402,wvori);
insert into test values(76865,61241.7505045,696.2882569,yptjjwnv);
insert into test values(76866,121307.5322067,-12814.2025550,isg);
insert into test values(76867,25652.4404838,-3514.6249915,tmmnkg);
insert into test values(76868,122503.3294676,1654.4546020,vo);
insert into test values(76869,-34066.5738263,-24863.7636281,giwyl);
insert into test values(76870,49809.5602185,-2789.1707660,qkkiekxn);
insert into test values(76871,19253.2854638,-11133.3160710,sep);
insert into test values(76872,247474.6089410,9144.7713947,dzutgvs);
insert into test values(76873,5736.4776311,-1761.2020002,nb);
insert into test values(76874,180603.4789578,19249.0518035,qvnxh);
insert into test values(76875,130769.2536173,-6906.1269254,a);
insert into test values(76876,42311.0227397,-19598.3025643,krxi);
insert into test values(76877,299452.6253942,31672.2074128,ntdsjbu);
insert into test values(76878,147767.9257274,-6741.2927167,xo);
insert into test values(76879,45613.5522163,1363.6587141,iqvddm);
insert into test values(76880,42241.8996077,-8649.4858844,k);
insert into test values(76881,223283.3118020,16188.6885760,vmoh);
insert into test values(76882,-39916.3274146,-27653.6481774,fgtzfpd);
insert into test values(76883,176411.5504840,15740.0979527,haz);
insert into test values(76884,177807.7070530,-859.5621561,sdecgs);
insert into test values(76885,278799.6171564,29754.8003692,c);
insert into test values(76886,12864.6393757,-29882.8669302,fzxf);
insert into test values(76887,37427.3663173,2037.5937067,ptcybvfu);
insert into test values(76888,8057.6386056,-24287.9407915,zvh);
insert into test values(76889,51202.3093475,-1521.5387096,cpubcg);
insert into test values(76890,87819.9833029,-7851.3214105,ms);
insert into test values(76891,-28756.7695757,-27213.6310045,xmfme);
insert into test values(76892,25992.8808255,-1449.0917150,hokxekpm);
insert into test values(76893,231094.0558660,17541.0309542,jiy);
insert into test values(76894,200276.5537696,444.2601038,ucdigvk);
insert into test values(76895,296146.0464481,28880.2552858,ef);
insert into test values(76896,185929.3944092,16902.2497757,hzwlz);
insert into test values(76897,14551.4275350,-4935.4296993,rbbeaqqw);
insert into test values(76898,95563.9752692,-831.6266300,bvgw);
insert into test values(76899,252242.2536830,22970.1717566,exmhbbm);
insert into test values(76900,113074.7773111,-16248.2907827,or);
insert into test values(76901,9232.3975652,-20839.7489761,zuesd);
insert into test values(76902,93300.8572822,-2135.1421632,b);
insert into test values(76903,210246.9595785,-6752.8941466,lqpv);
insert into test values(76904,237924.8806727,3788.4725755,wkcoxpv);
insert into test values(76905,-3689.4264653,-19668.0808345,ye);
insert into test values(76906,203357.8316758,1133.7431687,jgnrys);
insert into test values(76907,4764.6821844,-3877.7591920,t);
insert into test values(76908,66116.6463905,-11116.8021406,vdfu);
insert into test values(76909,-52651.1397904,-38327.9679112,gxlnbvxt);
insert into test values(76910,219896.3911907,4385.4375703,qzq);
insert into test values(76911,76752.4172613,471.7066031,ttdycg);
insert into test values(76912,175039.1565603,-7181.9352524,d);
insert into test values(76913,-23433.9554178,-29561.9164430,oqobw);
insert into test values(76914,2178.2147754,-103.7187774,qstuwkzl);
insert into test values(76915,117841.3397064,6065.8270959,amh);
insert into test values(76916,208936.7162083,-1752.6509046,lgmxyn);
insert into test values(76917,261450.9713145,19373.0029877,ni);
insert into test values(76918,191245.2910237,14553.1875126,ycxaz);
insert into test values(76919,315836.8537502,36553.9198824,ifksaqiv);
insert into test values(76920,-50443.6547762,-33955.1678235,kzp);
insert into test values(76921,205043.2188333,14269.5390784,vbvwtbe);
insert into test values(76922,144686.8010145,15955.0238224,fv);
insert into test values(76923,14558.8392766,-23187.9036991,ixnhv);
insert into test values(76924,144352.4205849,4379.4029994,s);
insert into test values(76925,263501.0870678,12014.0489857,cuyk);
insert into test values(76926,190726.9243896,-4912.0256246,folcxhn);
insert into test values(76927,-38354.6337236,-29169.1992072,pi);
insert into test values(76928,228907.9627959,3127.0508733,akwgzs);
insert into test values(76929,55824.7990059,2635.9605914,c);
insert into test values(76930,119370.7156276,7650.0759350,mhor);
insert into test values(76931,242691.6141685,17613.7603367,xbubtvp);
insert into test values(76932,106644.2730015,-7089.6857323,zdz);
insert into test values(76933,102302.5767925,2464.9907654,kxemug);
insert into test values(76934,226098.5193649,-667.4248476,u);
insert into test values(76935,234041.2887185,1726.2686665,wtxq);
insert into test values(76936,237163.1478470,-328.0372935,hwciwkrk);
insert into test values(76937,4590.7382780,-5407.0637415,rqi);
insert into test values(76938,234486.8370032,240.6557985,ukvlqm);
insert into test values(76939,226766.9367187,9867.1155652,em);
insert into test values(76940,196571.5878749,12205.4097569,ogfor);
insert into test values(76941,225718.9670634,-3816.0354825,rilhsqau);
insert into test values(76942,161335.3425280,-5288.7364328,bdy);
insert into test values(76943,157834.8640900,5567.7608548,mfdkubw);
insert into test values(76944,109997.5665711,6448.5101649,oz);
insert into test values(76945,19885.3543966,-25535.8370671,zbwvn);
insert into test values(76946,280691.9473741,34421.1619093,jvbgoecm);
insert into test values(76947,-8338.3467284,-9369.2903172,lxhy);
insert into test values(76948,143519.2001711,-13613.7233195,wsmrphf);
insert into test values(76949,252031.3509545,1471.3553028,gm);
insert into test values(76950,234579.7053974,18580.1930283,jofur);
insert into test values(76951,106885.2637824,9150.5344177,t);
insert into test values(76952,106334.8486121,-15291.4393715,dkpf);
insert into test values(76953,195493.1730311,8913.2018043,oedqtvh);
insert into test values(76954,-6591.8350871,-18563.4678792,qhi);
insert into test values(76955,127842.8265292,4457.0640797,bbnbmg);
insert into test values(76956,-47911.6717508,-34299.2443963,l);
insert into test values(76957,287295.8858482,20493.2714919,nxge);
insert into test values(76958,213348.4958553,1013.1358921,yzlxobij);
insert into test values(76959,216434.8953948,23266.0455668,itq);
insert into test values(76960,260036.9632993,2233.9642058,loeaqm);
insert into test values(76961,188620.2877521,4102.3233363,v);
insert into test values(76962,201898.0716331,9857.6551589,fkodj);
insert into test values(76963,201904.3083912,-2474.8626030,imuwkqst);
insert into test values(76964,48085.9633064,-16762.4007885,sgh);
insert into test values(76965,133429.5302382,1570.6107127,djmhmb);
insert into test values(76966,75303.8588884,-3058.5358497,fd);
insert into test values(76967,25211.9138750,-27883.6872163,pfxkn);
insert into test values(76968,190470.0634351,-5961.6328818,azkdowud);
insert into test values(76969,271113.1230455,25065.4313634,cbq);
insert into test values(76970,162633.2897657,19396.9615564,nvvghhx);
insert into test values(76971,283647.4115331,33675.1833617,xq);
insert into test values(76972,239905.9989882,16232.4153403,asojj);
insert into test values(76973,157946.0614684,15665.2046864,k);
insert into test values(76974,159588.5678359,3475.4315712,uoyu);
insert into test values(76975,148285.1262419,211.4633108,xilflvz);
insert into test values(76976,100568.6010812,-11454.2845495,hk);
insert into test values(76977,153392.9970940,6450.3691154,sfwqmg);
insert into test values(76978,3118.9238269,-27784.8588909,u);
insert into test values(76979,15457.9515875,-888.0332804,ebpt);
insert into test values(76980,200267.7147613,22739.4534885,pdulhba);
insert into test values(76981,103187.3695843,11791.4918371,rxz);
insert into test values(76982,-39492.4257345,-35920.3350090,crfpim);
insert into test values(76983,239679.8158042,10616.8557565,m);
insert into test values(76984,130130.9836694,-6811.0428889,ooxa);
insert into test values(76985,178087.6280049,-1134.9610070,zqdkkqks);
insert into test values(76986,259924.5143167,11910.9557731,jki);
insert into test values(76987,158979.6759456,3563.9136627,mmvveb);
insert into test values(76988,40621.0589873,-12564.1632550,wg);
insert into test values(76989,96847.4492455,11480.1210193,gjgzf);
insert into test values(76990,166655.4027491,-4620.4579741,jdtrgwmc);
insert into test values(76991,157870.3622243,13591.4418601,tfy);
insert into test values(76992,115404.7226407,10692.6976800,ezeuhhh);
insert into test values(76993,248946.4966990,24167.2102939,gt);
insert into test values(76994,245232.4613560,13884.6585374,qvwxj);
insert into test values(76995,155211.2594653,-8108.4492454,bqcqbkvu);
insert into test values(76996,212846.3009915,22242.8139370,dshj);
insert into test values(76997,101087.3057004,-8488.9970393,ommtdvr);
insert into test values(76998,65885.6497621,-20959.9916939,yo);
insert into test values(76999,68537.3291793,-23857.0111582,aifee);
insert into test values(77000,54176.3420407,-21273.5973932,l);
insert into test values(77001,2425.0686446,-23825.7136455,vfqh);
insert into test values(77002,153052.9393709,14036.8831315,yhdahbs);
insert into test values(77003,248727.4240391,-1244.5671442,ibi);
insert into test values(77004,-13949.6964999,-33928.3995969,tvodam);
insert into test values(77005,-34286.6967445,-23008.6269239,v);
insert into test values(77006,183385.3731500,11955.9198963,fsgo);
insert into test values(77007,154272.9741868,206.2159146,qulzcqcr);
insert into test values(77008,146672.1623204,435.7850081,sor);
insert into test values(77009,184531.8495366,5558.4933913,dqekea);
insert into test values(77010,202204.1982033,15387.9487154,n);
insert into test values(77011,102156.7356860,9130.2385283,pmpnf);
insert into test values(77012,142838.7183562,-3280.5534917,ahugyweb);
insert into test values(77013,44619.1173799,2117.5618979,kjh);
insert into test values(77014,57925.5361086,4895.3601272,ndnjzh);
insert into test values(77015,214261.2355750,14661.1720478,xx);
insert into test values(77016,250559.0114793,11536.9126108,hzxmb);
insert into test values(77017,131396.6019983,-6767.2697654,stlfcknt);
insert into test values(77018,199806.7972446,-699.1577096,uwqx);
insert into test values(77019,53880.0368580,-17190.5690682,fqvqdvj);
insert into test values(77020,97492.0458597,11242.5980185,ps);
insert into test values(77021,140159.2066132,15504.3061465,rmotw);
insert into test values(77022,105237.1569505,-14757.9613108,c);
insert into test values(77023,55676.2982425,-5063.0627751,mizw);
insert into test values(77024,105853.4907489,5336.2193600,plmpzbk);
insert into test values(77025,239515.3827849,6264.1433072,zf);
insert into test values(77026,11598.3939652,-31933.7593747,jzwsam);
insert into test values(77027,16710.8021678,-16500.8537347,m);
insert into test values(77028,170347.2545142,-10986.9025816,wvpd);
insert into test values(77029,91537.8447830,-13845.2541426,hxuoupu);
insert into test values(77030,33422.7617237,-11037.7969475,jsa);
insert into test values(77031,210082.0013474,7551.8025492,tufzws);
insert into test values(77032,253264.1192536,21902.5309946,e);
insert into test values(77033,26219.7639625,-15349.2199766,gqyc);
insert into test values(77034,119024.0566458,-1939.3722053,rkduywwa);
insert into test values(77035,256486.2298828,30794.4301613,bni);
insert into test values(77036,83475.5443238,6888.6053019,ehwyzh);
insert into test values(77037,179567.3527900,5154.0715413,ob);
insert into test values(77038,255875.6911110,9187.9477160,ydgjt);
insert into test values(77039,107579.9209288,-5427.3580288,bxutukfs);
insert into test values(77040,88103.4051900,-9238.2891737,lzz);
insert into test values(77041,6683.9484140,-25889.5364669,wueevvb);
insert into test values(77042,62799.8129801,1736.7719215,yw);
insert into test values(77043,145481.1896686,13155.9944438,iqxiw);
insert into test values(77044,96145.7557113,-8914.1103786,tscaxqhc);
insert into test values(77045,42641.7668040,-28004.3685055,vmhl);
insert into test values(77046,58645.4561141,-3365.4578714,gondrbc);
insert into test values(77047,204831.8613293,-3241.6795230,qj);
insert into test values(77048,-31187.5313589,-24582.9079815,sdfgs);
insert into test values(77049,67768.8273035,-9986.9464852,d);
insert into test values(77050,223601.2371576,7780.0182937,nzqs);
insert into test values(77051,44330.7637014,-22546.7733236,qbdcupm);
insert into test values(77052,245261.8241875,17635.5338422,avj);
insert into test values(77053,235632.1526823,9545.1130776,kyonws);
insert into test values(77054,304324.0950089,28417.1233756,n);
insert into test values(77055,79472.6760374,3417.3271023,xuhr);
insert into test values(77056,95207.3740033,-599.4564944,iomjqwoz);
insert into test values(77057,76916.9011449,-22392.4899159,kqr);
insert into test values(77058,109025.6092778,8881.8822497,ukemrh);
insert into test values(77059,149504.9529340,-15035.0616429,f);
insert into test values(77060,261204.3459456,6841.4847908,hhpxt);
insert into test values(77061,83765.2617028,-4086.1640162,sbuiukxr);
insert into test values(77062,-25133.2349754,-20712.0606167,cdi);
insert into test values(77063,241218.8638899,6658.6629288,exntnn);
insert into test values(77064,28116.9094557,-7768.7852420,pz);
insert into test values(77065,150806.8987788,10808.1430915,zuywp);
insert into test values(77066,72331.1307902,-7572.9043120,cwlppqzb);
insert into test values(77067,95894.5799930,-9237.7083074,mqqz);
insert into test values(77068,11449.1665862,-12065.0577183,xswsrbu);
insert into test values(77069,236537.2483234,28973.1782269,zm);
insert into test values(77070,-25870.4102238,-26931.8834223,jpovs);
insert into test values(77071,118827.9456600,-3472.5167734,u);
insert into test values(77072,276857.2961163,26547.2009724,wdzg);
insert into test values(77073,-2864.9338176,-31250.7190262,hfmzmpe);
insert into test values(77074,53369.5984304,-16167.1804389,rz);
insert into test values(77075,261182.3027279,11538.4244566,tbxcos);
insert into test values(77076,30290.6245451,-5217.0209512,e);
insert into test values(77077,66437.4885417,-19524.0898654,oypf);
insert into test values(77078,49096.1279207,-8721.6757374,rsvyqwf);
insert into test values(77079,-36322.7419080,-33865.5031529,bua);
insert into test values(77080,134575.6962866,10875.1725813,lofbjg);
insert into test values(77081,200566.2400632,-8519.2947110,w);
insert into test values(77082,247397.9953222,16260.5046253,ylym);
insert into test values(77083,59958.4980750,-2744.9969234,jfdxmkpq);
insert into test values(77084,186692.3881295,7961.3432804,thj);
insert into test values(77085,266769.0065400,8651.9735756,vbwinn);
insert into test values(77086,-6572.8004316,-17277.2564925,gd);
insert into test values(77087,156133.2145215,8460.3668236,qxhlh);
insert into test values(77088,48514.5152624,-6232.9334589,taudhqra);
insert into test values(77089,84645.9940441,9642.8271858,duz);
insert into test values(77090,289331.4262572,19381.0014875,nwfhjbm);
insert into test values(77091,201746.9215337,19454.1651588,qq);
insert into test values(77092,-20546.6035537,-29280.0674550,asxsk);
insert into test values(77093,37072.7034172,-9719.5546054,lmccless);
insert into test values(77094,263819.4248099,3605.4296510,nhiv);
insert into test values(77095,16218.6781025,1760.3171010,xjnnmhw);
insert into test values(77096,18689.4008977,-25671.2291442,id);
insert into test values(77097,194133.4502327,14835.1953970,kfgrg);
insert into test values(77098,81351.7047143,1298.5302376,v);
insert into test values(77099,119690.7860039,-757.3065976,fbqu);
insert into test values(77100,1900.6715573,-17416.8179821,iwemivx);
insert into test values(77101,175505.2651286,-5192.9469960,syj);
insert into test values(77102,160125.7941425,12868.4698098,csoqkg);
insert into test values(77103,251625.6001412,-2004.7818587,f);
insert into test values(77104,300664.4660408,35028.9745980,pohb);
insert into test values(77105,36143.8299818,-1403.7205425,ajmlechh);
insert into test values(77106,73440.1089239,-3513.7656002,cls);
insert into test values(77107,-32760.1638874,-29502.3497066,mffwfn);
insert into test values(77108,163087.9423786,-3749.5520173,x);
insert into test values(77109,161459.7320898,6112.6156303,zbpah);
insert into test values(77110,24700.0461683,-4891.5436584,kdvshqjz);
insert into test values(77111,230186.4636580,-3393.1985129,uyi);
insert into test values(77112,165714.0050049,9983.2267454,wanvbb);
insert into test values(77113,167061.5575984,9948.1180039,hu);
insert into test values(77114,-15221.3000331,-31628.1367459,rwygc);
insert into test values(77115,13266.6300250,-8377.8656387,uqlrdekj);
insert into test values(77116,-8013.3342326,-17777.1339154,ekrk);
insert into test values(77117,294114.9387229,33208.3617149,onwcfho);
insert into test values(77118,-15991.3699505,-35177.8797439,rh);
insert into test values(77119,199459.7450949,12487.4174370,bjpfg);
insert into test values(77120,132411.4361296,7813.0516665,m);
insert into test values(77121,172948.4580250,18010.0581691,ofzi);
insert into test values(77122,279781.4965646,14024.6773502,yznbavp);
insert into test values(77123,192325.7705989,1552.3294464,jc);
insert into test values(77124,185675.8981299,14861.7710586,lwxecg);
insert into test values(77125,-22400.7136780,-35638.8257713,w);
insert into test values(77126,-37451.8905795,-28060.2917135,gsqp);
insert into test values(77127,6665.0268858,-3595.5840282,imviecz);
insert into test values(77128,285292.6072822,25162.4048334,toa);
insert into test values(77129,-7216.2851421,-27509.8661873,djglxn);
insert into test values(77130,214147.3463335,2764.9617513,g);
insert into test values(77131,166788.3604970,3766.1482599,qfyoz);
insert into test values(77132,885.5371124,-3540.4928028,bhehzqby);
insert into test values(77133,116936.5535564,-14867.0323370,dbj);
insert into test values(77134,191264.1693165,11976.5359766,ndwkbb);
insert into test values(77135,132367.8036038,441.0400745,yy);
insert into test values(77136,-9895.4242514,-33976.3186808,aahvc);
insert into test values(77137,-10481.1897347,-7030.1512401,luugvwci);
insert into test values(77138,14882.6218645,-13185.9574928,voa);
insert into test values(77139,246901.7175366,24505.9744000,xqfrxhg);
insert into test values(77140,15600.6771961,-2975.7465862,il);
insert into test values(77141,204786.2264055,10139.6625748,snyuy);
insert into test values(77142,303100.2826416,29623.5036809,dhdmzkma);
insert into test values(77143,159909.0728101,-4931.8971901,fjix);
insert into test values(77144,232583.3625721,5324.1540553,pdnqavh);
insert into test values(77145,157632.4229406,-7954.7025458,af);
insert into test values(77146,28101.9834303,-27600.4604173,cagbu);
insert into test values(77147,28644.8369599,-29125.2127501,n);
insert into test values(77148,15779.6275517,-9295.2304865,xwre);
insert into test values(77149,284549.8081097,27850.1602271,zqexwcj);
insert into test values(77150,172039.9339737,13687.1877541,ksj);
insert into test values(77151,18331.9232561,-25514.8591991,umpaxn);
insert into test values(77152,265206.8263624,9279.4905445,x);
insert into test values(77153,130449.6424628,-15219.6227156,hjhd);
insert into test values(77154,235869.9474327,-3770.5543135,rlnvsqtx);
insert into test values(77155,3686.9455851,-26339.2671657,ufs);
insert into test values(77156,216814.3262938,13969.8462020,ehfztb);
insert into test values(77157,176681.1592586,7537.2215499,p);
insert into test values(77158,61718.3340165,5385.2430598,reqku);
insert into test values(77159,290744.1899920,34453.4266408,byvuvwuh);
insert into test values(77160,226720.7595096,15486.8896889,msi);
insert into test values(77161,23918.5837485,-28401.4420398,ouofxh);
insert into test values(77162,-18980.9848777,-12470.1646931,zo);
insert into test values(77163,210112.7978156,7791.9189060,jqyjq);
insert into test values(77164,279289.6670457,30965.1734676,mlmbrkez);
insert into test values(77165,213161.4695384,13833.8031831,wnru);
insert into test values(77166,185375.4580475,-3377.5722043,ghwesvz);
insert into test values(77167,122949.1817537,-17460.4799367,jj);
insert into test values(77168,99733.3665027,11761.8498127,tdppu);
insert into test values(77169,79705.2096804,-22609.7653599,e);
insert into test values(77170,2745.6285738,-32233.5169356,gaat);
insert into test values(77171,237350.3933809,19149.4784966,qunlocb);
insert into test values(77172,6183.8847467,-20876.0703450,bw);
insert into test values(77173,43881.2292312,-23521.9655198,dqyopm);
insert into test values(77174,-8818.9481658,-24354.1492382,o);
insert into test values(77175,183703.4273595,3547.2654968,ynqr);
insert into test values(77176,223033.6823767,-32.1386079,apwksql);
insert into test values(77177,215523.3116356,2331.3231680,ljb);
insert into test values(77178,242364.4775150,15963.1570156,vlgntb);
insert into test values(77179,227730.8862545,14050.5421462,y);
insert into test values(77180,67033.8998868,3036.1285966,ihzym);
insert into test values(77181,200621.0419957,-5916.1526860,scernwmg);
insert into test values(77182,113470.1586111,4012.9724997,vwr);
insert into test values(77183,49468.0137279,-26408.4313715,fyxuph);
insert into test values(77184,271325.1729802,18160.7945015,qs);
insert into test values(77185,215439.4182722,5444.1813557,suhxq);
insert into test values(77186,189176.8914649,-9404.1462612,covqrkwy);
insert into test values(77187,-54780.6225520,-36003.7846492,nra);
insert into test values(77188,138177.6432512,-12078.0449056,plftkvr);
insert into test values(77189,154547.3016294,14741.1202387,an);
insert into test values(77190,105044.9010400,9412.2452581,khyem);
insert into test values(77191,244049.5213874,28819.6316489,njdpnrxi);
insert into test values(77192,55997.2180509,-13470.3412081,xdjh);
insert into test values(77193,190141.8253382,10447.6698039,hyoaobt);
insert into test values(77194,-28503.3452810,-30384.3261959,ka);
insert into test values(77195,69430.9176505,-21528.7908598,uugdpm);
insert into test values(77196,42237.1547025,-17838.6578536,f);
insert into test values(77197,236959.3492992,22314.4276221,hqrg);
insert into test values(77198,175825.8643940,-8733.8530906,rsezkqd);
insert into test values(77199,102273.2922673,-9142.5148454,cnk);
insert into test values(77200,267914.6241609,17956.4681915,eppklt);
insert into test values(77201,278790.5930546,20565.0998938,p);
insert into test values(77202,26548.5572690,-23756.5527267,zlin);
insert into test values(77203,176804.3585398,-4576.2513783,bfngnwef);
insert into test values(77204,220.9265458,-7416.6668760,mzs);
insert into test values(77205,141395.5985651,17304.0299287,wcgjhh);
insert into test values(77206,190264.7559501,18821.7847005,h);
insert into test values(77207,220766.0675343,3096.4474196,jyqmi);
insert into test values(77208,165362.2336301,-8062.9708911,tswejkox);
insert into test values(77209,156964.3298630,-7341.5717709,euj);
insert into test values(77210,273503.2086779,15071.2726167,gpoikn);
insert into test values(77211,119863.8911782,5236.3457708,rr);
insert into test values(77212,110370.4838651,7064.3761436,blzte);
insert into test values(77213,153928.0279006,-11549.7348065,dnmdfqph);
insert into test values(77214,109250.8557067,5296.4639946,ohrw);
insert into test values(77215,142943.6010447,1747.1454690,ybxogbl);
insert into test values(77216,-61991.0710942,-39742.2858114,be);
insert into test values(77217,258765.8656139,9471.2278306,lypsh);
insert into test values(77218,93295.8380961,-11324.3480269,v);
insert into test values(77219,223921.6644021,-627.3200056,yuad);
insert into test values(77220,128628.1312347,-17434.3132667,iwnnkqu);
insert into test values(77221,145126.2831721,-3160.6973404,tq);
insert into test values(77222,-31363.6199000,-20166.8791161,vtyydt);
insert into test values(77223,4760.3557081,-13066.8776044,g);
insert into test values(77224,79791.0972414,-4991.2823811,qprc);
insert into test values(77225,180591.9564753,5091.3547805,sjwufww);
insert into test values(77226,212059.8553421,21211.6890736,ddb);
insert into test values(77227,166868.0698306,19287.7413340,nfhxhh);
insert into test values(77228,241325.4726134,25336.4640879,q);
insert into test values(77229,226092.7345939,748.7157343,aczaa);
insert into test values(77230,141545.5522306,-6723.0658686,kwetbkgo);
insert into test values(77231,43713.0679778,-18816.4725579,nys);
insert into test values(77232,-26025.6882970,-23083.0949581,xsxwcn);
insert into test values(77233,85180.3083019,-4269.4577444,iu);
insert into test values(77234,115696.8526244,4716.6045142,kpihe);
insert into test values(77235,130111.3571736,-10209.8267495,urvafqhg);
insert into test values(77236,266741.5884650,23012.5304472,fla);
insert into test values(77237,95735.8192617,-6954.5420848,hfgdybd);
insert into test values(77238,293508.3399618,32461.3358382,sh);
insert into test values(77239,264092.4961863,7123.4919268,cbyga);
insert into test values(77240,118669.2911256,-13696.5354959,eeezafrq);
insert into test values(77241,277176.1148914,18139.6640495,pyjr);
insert into test values(77242,147713.7382845,15572.8521590,zaoccim);
insert into test values(77243,110433.0912422,-12667.6998967,cu);
insert into test values(77244,-6072.8677805,-18206.9270571,mwhnds);
insert into test values(77245,55817.5575686,-6554.5427029,w);
insert into test values(77246,133048.5380361,13776.0293903,ztzq);
insert into test values(77247,133393.9609355,-3609.1390762,jnfjxwo);
insert into test values(77248,98809.4587101,9737.8071379,uhk);
insert into test values(77249,192415.2385932,21281.7037195,wjpmzh);
insert into test values(77250,292388.3667952,31852.4392826,g);
insert into test values(77251,247728.0306274,7854.3529316,rgip);
insert into test values(77252,117730.8929067,-5381.8840042,tanibkyn);
insert into test values(77253,255553.4172019,9858.1089375,ect);
insert into test values(77254,-485.0129047,-21111.1833195,owgtun);
insert into test values(77255,137555.7455826,-11601.4059404,r);
insert into test values(77256,121023.4270907,2368.8586566,bsrww);
insert into test values(77257,106296.7133487,-8868.6400428,lvwpxqzf);
insert into test values(77258,153488.8726065,11537.3127005,opj);
insert into test values(77259,48538.5066026,-15654.8696303,yjpsybv);
insert into test values(77260,258810.1172128,22953.6948965,jl);
insert into test values(77261,-55270.4519001,-35323.6249558,lfzva);
insert into test values(77262,94852.6520232,-12356.6142662,vhmnafjp);
insert into test values(77263,5339.5125598,-3240.2515864,gcsg);
insert into test values(77264,100512.2747344,6871.9422023,iexruhe);
insert into test values(77265,75752.1027924,-22172.1525133,ty);
insert into test values(77266,159023.3958303,8743.6470512,daqcv);
insert into test values(77267,106878.7642671,-38.8542667,n);
insert into test values(77268,120009.3971268,-9165.8923457,qwaf);
insert into test values(77269,86186.3630167,-12310.7973575,aroxxwg);
insert into test values(77270,284073.4510385,14557.8021877,ll);
insert into test values(77271,217963.5691578,23274.7884525,nnybrh);
insert into test values(77272,18351.1783623,-1781.9507658,x);
insert into test values(77273,300983.3789933,26621.4493124,ijrm);
insert into test values(77274,138160.7477825,10216.1535129,kdwwtcq);
insert into test values(77275,142301.1240316,-1617.0531263,vgc);
insert into test values(77276,25063.3840622,-19097.0672976,fahhvn);
insert into test values(77277,188615.0278241,-5086.9122634,h);
insert into test values(77278,126350.0785266,21.1226255,swalw);
insert into test values(77279,82480.0540669,-7528.7152990,cyfdpqre);
insert into test values(77280,40235.9392860,62.2238182,fts);
insert into test values(77281,223547.5219777,20387.9974798,pnxgqb);
insert into test values(77282,224125.5407039,13447.7406771,zp);
insert into test values(77283,-50321.9291965,-37718.0741940,cjijs);
insert into test values(77284,71038.0631186,-11015.4026529,mlvcswbo);
insert into test values(77285,196982.3379443,182.6912844,xfb);
insert into test values(77286,53303.8758472,-1829.7679469,zigfuhw);
insert into test values(77287,107359.5369093,10030.5757356,kc);
insert into test values(77288,164349.9096292,6395.8954673,uezqn);
insert into test values(77289,59604.0309150,-14502.1226258,wyejolcg);
insert into test values(77290,173263.5541059,9601.0384299,hajt);
insert into test values(77291,38989.2747826,-21011.0583013,rupmpwy);
insert into test values(77292,249389.7711238,5051.9576140,up);
insert into test values(77293,243512.7734623,25267.9823705,erhprh);
insert into test values(77294,69410.9644561,4732.2239621,o);
insert into test values(77295,-37145.0058783,-36469.3046589,rnaa);
insert into test values(77296,90952.1833519,1514.3723742,bhfllci);
insert into test values(77297,29049.9433232,-13091.8349825,mjk);
insert into test values(77298,50612.8284024,-17104.0403316,oeqwnn);
insert into test values(77299,239674.4170808,1427.6030151,y);
insert into test values(77300,143815.5740598,-684.2522878,jaiz);
insert into test values(77301,58665.4348465,-6187.4935560,lcospqjd);
insert into test values(77302,252096.1771643,28739.2423295,wwt);
insert into test values(77303,249097.5243862,22381.2901889,gqgvqb);
insert into test values(77304,151146.6656021,-315.9408549,i);
insert into test values(77305,21271.6539607,1640.4921556,tnryk);
insert into test values(77306,47221.5169334,-9675.4201085,dpwrkwtn);
insert into test values(77307,83732.4493950,-11291.1132894,gjk);
insert into test values(77308,6108.0166354,-10528.5679706,qlpcmho);
insert into test values(77309,72664.2474759,523.3369648,af);
insert into test values(77310,169676.5119670,4048.1549459,diifn);
insert into test values(77311,35789.6585375,-13160.8079780,ncnyoluf);
insert into test values(77312,160227.6818977,-13340.4830921,yesi);
insert into test values(77313,-8215.8237550,-29713.9226148,ayxbiwq);
insert into test values(77314,214696.3531980,-4455.0880203,ks);
insert into test values(77315,-7015.4563416,-33694.7134999,vvqej);
insert into test values(77316,120461.7882612,11245.6316464,x);
insert into test values(77317,16100.6930919,-17702.5025296,irbp);
insert into test values(77318,43754.5539475,-7185.9772575,sloalca);
insert into test values(77319,97928.9298644,-7872.4212646,vn);
insert into test values(77320,76162.6118716,-15110.8363535,fhzlnn);
insert into test values(77321,-34346.4929918,-32205.6202527,p);
